21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
21.3125	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
63.9375	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
106.562	0.0625	0.0625
